"method","time.d","id","exper","descrip","descrip1","substrate","tare","m.inoc","m.sub","m.tot1","m.tot2","m.tot","m.tot.sd","m.gained","c.sub.vs","c.inoc.vs","m.sub.vs","m.inoc.vs","ISR","vol.tot","vol.hs","notes","cvCH4","vol.mi.mn","vol.mi.se","n","rsd.inoc","cvCH4.tot","cvCH4.inoc","fv.inoc","se.inoc","cvCH4.se"
"man",31.1,"L1","2","Cellulose","Cellulose","Cellulose",537.98,296.94,1.56,838.3,NA,838.3,NA,1.81999999999994,945.69,19.86,1.4752764,5.8972284,3.99737188231304,1120,824.5,NA,371.721434721592,0.868670660056651,0.040075662939374,2,6.52439971280478,546.565325532305,174.843890810713,0.319895687931596,8.06633072502056,0
"man",31.1,"L3","2","Cellulose","Cellulose","Cellulose",537.02,322.27,1.75,863.3,NA,863.3,NA,2.25999999999999,945.69,19.86,1.6549575,6.4002822,3.86733931233884,1120,798.98,NA,363.523384999894,0.868670660056651,0.040075662939374,2,6.52439971280478,532.679688781989,169.156303782095,0.317557262543431,7.80393689594571,0
"man",31.1,"E1","2","Ethanol","Ethanol","Ethanol",539.62,308.28,1.44,851.1,NA,851.1,NA,1.75999999999999,1000,19.86,1.44,6.1224408,4.251695,1120,813.28,NA,722.324470072168,0.868670660056651,0.040075662939374,2,6.52439971280478,908.292380545962,185.967910473795,0.204744545321422,8.57953150760432,0
"man",31.1,"E2","2","Ethanol","Ethanol","Ethanol",537.6,300.31,1.48,841.2,NA,841.2,NA,1.80999999999995,1000,19.86,1.48,5.9641566,4.02983554054054,1120,821.21,NA,734.276269416585,0.868670660056651,0.040075662939374,2,6.52439971280478,910.540111255512,176.263841838928,0.19358163320876,8.13183941711042,0
"man",31.1,"E3","2","Ethanol","Ethanol","Ethanol",536.89,331.33,1.52,871.6,NA,871.6,NA,1.86000000000001,1000,19.86,1.52,6.5802138,4.32908802631579,1120,790.15,NA,751.254712866475,0.868670660056651,0.040075662939374,2,6.52439971280478,940.607771943166,189.353059076691,0.201309264844276,8.73570355375184,0
"man",31.1,"A1","2","FI1","A","A",538.12,281.87,3.89,826.2,NA,826.2,NA,2.32000000000005,821,19.86,3.19369,5.5979382,1.75281201368949,1120,837.24,NA,385.24736843178,0.868670660056651,0.040075662939374,2,6.52439971280478,461.914859312287,76.6674908805076,0.165977537493928,3.53701427274449,0
"man",31.1,"A2","2","FI1","A","A",540.96,296.05,3.82,842.7,NA,842.7,NA,1.87,821,19.86,3.13622,5.879553,1.87472594397077,1120,823.13,NA,386.482736027333,0.868670660056651,0.040075662939374,2,6.52439971280478,468.482706982741,81.9999709554086,0.175033079627482,3.78302542972167,0
"man",31.1,"A3","2","FI1","A","A",527.29,296.7,3.49,839.3,NA,839.3,NA,11.8199999999999,821,19.86,2.86529,5.892462,2.05649759710186,1120,822.81,"May be error in tare. Check original data sheet.",371.447065750021,0.868670660056651,0.040075662939374,2,6.52439971280478,461.397676277684,89.9506105276633,0.194952456746939,4.14982399481807,0
"man",31.1,"B1","2","FI2","B","B",537.92,301.66,3.94,845.4,NA,845.4,NA,1.88,858.47,19.86,3.3823718,5.9909676,1.77123271900505,1120,817.4,NA,381.399093108285,0.868670660056651,0.040075662939374,2,6.52439971280478,458.872300315337,77.473207207052,0.168833915566079,3.57418557069674,0
"man",31.1,"B2","2","FI2","B","B",537.39,310.41,3.51,853.2,NA,853.2,NA,1.8900000000001,858.47,19.86,3.0132297,6.1647426,2.04589202077757,1120,809.08,NA,375.623303018942,0.868670660056651,0.040075662939374,2,6.52439971280478,465.110028703408,89.4867256844658,0.192399045735326,4.1284229121368,0
